class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
correct position,0.9861092567443848,0.7648519277572632,-1.0834803581237793,0.9986752867698669,1.0053805112838745,0.6964758634567261,-1.0237748622894287,0.9980127811431885,1.020154595375061,0.69611656665802,-1.0236568450927734,0.9976480603218079,1.032392978668213,0.6953958868980408,-1.0237147808074951,0.9974607229232788,0.9519023895263672,0.6949870586395264,-1.0313541889190674,0.9979939460754395,0.9325727224349976,0.693854570388794,-1.030771255493164,0.9978787899017334,0.914268970489502,0.6927690505981445,-1.0314937829971313,0.9981087446212769,1.0319143533706665,0.707215428352356,-0.5361855030059814,0.9980071187019348,0.8919838666915894,0.7145475745201111,-0.5603150129318237,0.9991781115531921,1.0118306875228882,0.8202344179153442,-0.8905137181282043,0.9985935091972351,0.9509603381156921,0.8205509185791016,-0.8981977701187134,0.9986376166343689,1.1924803256988525,0.9552829265594482,-0.15570172667503357,0.9567307829856873,0.7934126853942871,0.9695352911949158,-0.3060915768146515,0.9878042936325073,1.2888102531433105,1.0885024070739746,-0.2222960740327835,0.49307024478912354,0.5920155048370361,1.10798978805542,-0.16890519857406616,0.5842846035957336,1.0948216915130615,0.8084126710891724,-0.4366287291049957,0.7807205319404602,0.4624979496002197,1.167240858078003,-0.2849002480506897,0.507003128528595,1.0057939291000366,0.7271804809570312,-0.5029672980308533,0.706756055355072,0.4058423936367035,1.2059295177459717,-0.3502446115016937,0.48420077562332153,1.0473332405090332,0.7007178068161011,-0.45311158895492554,0.7385843396186829,0.42609792947769165,1.183966875076294,-0.4354301989078522,0.5865386724472046,1.0452784299850464,0.7435640692710876,-0.43951940536499023,0.7275768518447876,0.45080453157424927,1.1836830377578735,-0.3354543149471283,0.6166499853134155,1.196057915687561,1.7918167114257812,-0.027152830734848976,0.0019745812751352787,0.8997236490249634,1.8003865480422974,0.032163213938474655,0.0018874580273404717,1.2035547494888306,2.483816623687744,-0.18394309282302856,0.0015915691619738936,0.9171744585037231,2.491084098815918,-0.15562085807323456,0.000641702557913959,1.222119927406311,3.1068832874298096,0.3104199469089508,0.00019384166807867587,0.9372090101242065,3.1303369998931885,0.12016533315181732,2.3254220650414936e-05,1.231284499168396,3.193084478378296,0.32116666436195374,0.00022414521663449705,0.9382985830307007,3.2180888652801514,0.12609046697616577,8.517235255567357e-05,1.1850343942642212,3.293557643890381,-0.3588756024837494,0.00016407747170887887,0.9773893356323242,3.319143056869507,-0.6358476877212524,0.00014584393647965044
correct position,0.99272221326828,0.7636868357658386,-1.2215851545333862,0.9983934164047241,1.0127291679382324,0.6954699754714966,-1.1503827571868896,0.997649073600769,1.0258123874664307,0.6952787041664124,-1.150328278541565,0.9972671866416931,1.0372453927993774,0.6944401860237122,-1.1503432989120483,0.9970046281814575,0.9641715288162231,0.6898254752159119,-1.1773009300231934,0.9977744221687317,0.9459500312805176,0.6859032511711121,-1.1771389245986938,0.9977186322212219,0.928367018699646,0.6817362904548645,-1.1779298782348633,0.9979396462440491,1.0318326950073242,0.6978846788406372,-0.614477276802063,0.9975355267524719,0.894527792930603,0.6946722269058228,-0.7311009168624878,0.9990289211273193,1.011497139930725,0.8181362748146057,-1.0045398473739624,0.9977007508277893,0.9516366124153137,0.8152843713760376,-1.0392574071884155,0.9981471300125122,1.1806626319885254,0.9588318467140198,-0.1611979901790619,0.9439742565155029,0.7932041883468628,0.9695237874984741,-0.51333087682724,0.9834742546081543,1.2863422632217407,1.1562309265136719,-0.2846333384513855,0.46090397238731384,0.7128217816352844,1.2781225442886353,-0.7989851236343384,0.5424493551254272,1.098588228225708,0.9288726449012756,-0.4935758709907532,0.7396208643913269,0.825736403465271,1.3220329284667969,-1.169391393661499,0.47176647186279297,1.056194543838501,0.857437789440155,-0.5527070164680481,0.6732010245323181,0.8464802503585815,1.3554199934005737,-1.272113561630249,0.45401689410209656,1.0570107698440552,0.8406857252120972,-0.4906168580055237,0.7060949206352234,0.8523756265640259,1.3292728662490845,-1.2717530727386475,0.5516293048858643,1.0564074516296387,0.8749424815177917,-0.4867074489593506,0.6931524276733398,0.8502336740493774,1.3227252960205078,-1.1826728582382202,0.5760815739631653,1.1658146381378174,1.7874462604522705,0.028807487338781357,0.0020483287516981363,0.8889060020446777,1.7994345426559448,-0.02459392137825489,0.0019510926213115454,1.1632444858551025,2.452265977859497,-0.1413719803094864,0.0021124035120010376,0.8897204399108887,2.4641835689544678,-0.2007247656583786,0.0007607351872138679,1.16754150390625,3.054835557937622,0.3102584481239319,0.0002659455349203199,0.8997356295585632,3.09332537651062,0.03145875036716461,4.033330696984194e-05,1.168997049331665,3.1415884494781494,0.3209817111492157,0.0002673565468285233,0.8935968279838562,3.1897096633911133,0.03164489567279816,0.00010389022645540535,1.1452934741973877,3.2399661540985107,-0.3047279715538025,0.0003648341225925833,0.9535925984382629,3.2581710815429688,-0.6533624529838562,0.0002717421157285571
correct position,0.9976037740707397,0.7636849880218506,-1.2111637592315674,0.9959378242492676,1.0184494256973267,0.6955616474151611,-1.1453584432601929,0.9949126839637756,1.0298333168029785,0.6954856514930725,-1.1455036401748657,0.9943354725837708,1.040634036064148,0.6946943402290344,-1.145559549331665,0.9940391182899475,0.9737545251846313,0.688066840171814,-1.171185851097107,0.9955626726150513,0.9572407007217407,0.6822751760482788,-1.1712725162506104,0.9956448674201965,0.9401147961616516,0.6757187247276306,-1.1720802783966064,0.9959842562675476,1.03090500831604,0.6947281360626221,-0.6352895498275757,0.9946548938751221,0.9014512896537781,0.6818276047706604,-0.7472537755966187,0.9970972537994385,1.0107176303863525,0.8169525265693665,-1.0026047229766846,0.992477297782898,0.9524416923522949,0.8121987581253052,-1.0360089540481567,0.9942415356636047,1.1757032871246338,0.9563985466957092,-0.23702237010002136,0.9238702058792114,0.7934283018112183,0.9694012999534607,-0.5368608832359314,0.971333384513855,1.2718256711959839,1.147413730621338,-0.4856468141078949,0.4282364249229431,0.7431030869483948,1.308104157447815,-0.945490837097168,0.5049601793289185,1.1003265380859375,0.9355518221855164,-0.8109742999076843,0.6864868402481079,0.8680537939071655,1.277588963508606,-1.4372490644454956,0.4378855228424072,1.0693995952606201,0.8783864974975586,-0.8934741020202637,0.6304206252098083,0.8950486183166504,1.3269903659820557,-1.546934723854065,0.425411194562912,1.0600308179855347,0.858827531337738,-0.8374656438827515,0.664172887802124,0.890281081199646,1.278560996055603,-1.530091404914856,0.5179176926612854,1.0617495775222778,0.8861292600631714,-0.8070887327194214,0.6496946215629578,0.8870369791984558,1.2925026416778564,-1.446489930152893,0.5366232991218567,1.1558005809783936,1.7729992866516113,0.052525125443935394,0.0020985547453165054,0.8890770673751831,1.7929821014404297,-0.048709701746702194,0.001959283137694001,1.1690917015075684,2.3190646171569824,-0.1980084925889969,0.0030082345474511385,0.8817294836044312,2.363429546356201,-0.18826594948768616,0.0010466566309332848,1.171869158744812,2.9185032844543457,0.19749394059181213,0.00032997893868014216,0.9027477502822876,2.967477560043335,0.020437229424715042,6.895123806316406e-05,1.1693546772003174,3.0080907344818115,0.21037828922271729,0.00032372926943935454,0.8938721418380737,3.061715841293335,0.015909356996417046,0.00014024385018274188,1.1472834348678589,3.0912821292877197,-0.3142264485359192,0.0005457209190353751,0.9702286720275879,3.127685308456421,-0.5728238821029663,0.0004064120294060558
correct position,1.012551188468933,0.7690556645393372,-1.2688052654266357,0.9939277172088623,1.0300779342651367,0.6983867883682251,-1.207478404045105,0.9924331307411194,1.0415273904800415,0.6988394856452942,-1.2076033353805542,0.9917625188827515,1.0506901741027832,0.6979314088821411,-1.2077399492263794,0.991288423538208,0.9861055612564087,0.6881484985351562,-1.2308928966522217,0.9935380220413208,0.970038890838623,0.6823493838310242,-1.2309534549713135,0.9937708973884583,0.9517667889595032,0.6753597259521484,-1.2317805290222168,0.9941578507423401,1.0322188138961792,0.6945749521255493,-0.7062211632728577,0.9923703074455261,0.9092367887496948,0.6802226901054382,-0.8028003573417664,0.9954904913902283,1.0119705200195312,0.8194817900657654,-1.0618565082550049,0.9889184236526489,0.9560920000076294,0.8130211234092712,-1.0916006565093994,0.9914802312850952,1.178586483001709,0.9558800458908081,-0.3282986283302307,0.9097538590431213,0.794012188911438,0.9714599847793579,-0.5560608506202698,0.9618029594421387,1.2774460315704346,1.1569892168045044,-0.6352465748786926,0.4022301137447357,0.7435166835784912,1.318590521812439,-0.9530274271965027,0.4723195433616638,1.103041648864746,0.9529699683189392,-0.9479154348373413,0.6406446099281311,0.8595193028450012,1.2703921794891357,-1.4515278339385986,0.4065011143684387,1.0728473663330078,0.8954489827156067,-1.030195713043213,0.5907065868377686,0.8838596343994141,1.2982730865478516,-1.565881609916687,0.39709797501564026,1.0608690977096558,0.8761700987815857,-0.9618598818778992,0.6247892379760742,0.8822194337844849,1.2605482339859009,-1.5427486896514893,0.48436835408210754,1.0640113353729248,0.9040021896362305,-0.9383042454719543,0.6089227795600891,0.8799592852592468,1.2684814929962158,-1.4597214460372925,0.49822327494621277,1.1601812839508057,1.773163914680481,0.03768302872776985,0.0021292874589562416,0.893680214881897,1.7930703163146973,-0.033515091985464096,0.00199591345153749,1.1719471216201782,2.3514392375946045,-0.19782474637031555,0.00396860484033823,0.8846534490585327,2.379869222640991,-0.17881330847740173,0.0013915452873334289,1.1764163970947266,2.9529898166656494,0.2195250242948532,0.00040168644045479596,0.9059273600578308,2.994690179824829,0.03625686094164848,0.00010378035221947357,1.176396131515503,3.0410094261169434,0.23169302940368652,0.0003568230022210628,0.8980351686477661,3.0897910594940186,0.033960603177547455,0.00017634479445405304,1.1524208784103394,3.134338855743408,-0.31763893365859985,0.0007027929532341659,0.973491370677948,3.1625711917877197,-0.5663174986839294,0.0005702466005459428
correct position,1.011143684387207,0.7727637887001038,-1.2280924320220947,0.991412878036499,1.0296794176101685,0.7003804445266724,-1.1665148735046387,0.9894626140594482,1.0418416261672974,0.7013061046600342,-1.1666699647903442,0.988562822341919,1.0513899326324463,0.7005826830863953,-1.166753888130188,0.9881200790405273,0.9850606918334961,0.6883450746536255,-1.183828353881836,0.9909433722496033,0.9693316221237183,0.6824972033500671,-1.1837624311447144,0.9911928176879883,0.9517610669136047,0.6755159497261047,-1.1845577955245972,0.9917808175086975,1.0611602067947388,0.7010652422904968,-0.6747341752052307,0.98920738697052,0.9126108288764954,0.6807066202163696,-0.7413804531097412,0.9930204153060913,1.0101693868637085,0.8235042095184326,-1.0268949270248413,0.9829275608062744,0.9557682275772095,0.8139845728874207,-1.0483145713806152,0.9866634011268616,1.1851489543914795,0.9604469537734985,-0.33119386434555054,0.8766008019447327,0.7972992658615112,0.9722591042518616,-0.5020663142204285,0.9410080313682556,1.2778156995773315,1.1676994562149048,-0.7117376923561096,0.37659981846809387,0.7450448870658875,1.31354820728302,-0.8707082867622375,0.4357844889163971,1.103514313697815,0.9523324370384216,-1.0948188304901123,0.5922731161117554,0.8259865045547485,1.2629388570785522,-1.4071147441864014,0.37222835421562195,1.0697894096374512,0.8935822248458862,-1.20305597782135,0.5497310161590576,0.8403297662734985,1.2848197221755981,-1.5261991024017334,0.36715635657310486,1.0319936275482178,0.844635546207428,-1.1347506046295166,0.5840600728988647,0.8407036066055298,1.2517657279968262,-1.5169298648834229,0.44884106516838074,1.0649739503860474,0.9005233645439148,-1.088613748550415,0.5673353672027588,0.840896487236023,1.2569587230682373,-1.4245450496673584,0.45941051840782166,1.1610667705535889,1.7746620178222656,0.03431173413991928,0.002060680417343974,0.9078038334846497,1.7956925630569458,-0.030156433582305908,0.0019287054892629385,1.1869335174560547,2.319812774658203,-0.23355750739574432,0.0042315381579101086,0.8892489671707153,2.3542397022247314,-0.14725545048713684,0.0014984913868829608,1.1895028352737427,2.9082555770874023,0.19602005183696747,0.0004039892228320241,0.9219985008239746,2.954273223876953,0.050486765801906586,0.0001157574588432908,1.1850978136062622,2.9975321292877197,0.21000361442565918,0.0003571186389308423,0.9089380502700806,3.0506184101104736,0.04424498230218887,0.00018871508655138314,1.1848756074905396,3.085698127746582,-0.3207978904247284,0.0007448996184393764,1.0057381391525269,3.1148948669433594,-0.48973149061203003,0.0006323384586721659
correct position,1.010253667831421,0.7706831097602844,-1.468329668045044,0.992073655128479,1.0286762714385986,0.6982807517051697,-1.4010179042816162,0.990250289440155,1.0411388874053955,0.6989288330078125,-1.4011646509170532,0.9893804788589478,1.0514202117919922,0.6981028318405151,-1.4013124704360962,0.9889336824417114,0.9835151433944702,0.6867436766624451,-1.4120010137557983,0.991654634475708,0.9676980972290039,0.6809934973716736,-1.4119499921798706,0.991885244846344,0.9502162933349609,0.6745131015777588,-1.4127033948898315,0.9924421906471252,1.0579239130020142,0.696686863899231,-0.8656392097473145,0.9898957014083862,0.9115393757820129,0.6815870404243469,-0.9074798822402954,0.9936206340789795,1.011983036994934,0.8233525156974792,-1.2515888214111328,0.9842515587806702,0.9558688402175903,0.8139366507530212,-1.2648522853851318,0.9877790808677673,1.2090346813201904,0.9628429412841797,-0.4041227400302887,0.8742082715034485,0.7979586720466614,0.9746314287185669,-0.5826107263565063,0.9438917636871338,1.3252573013305664,1.173949122428894,-0.6179291009902954,0.35568681359291077,0.7316240072250366,1.3189928531646729,-0.6959988474845886,0.41479969024658203,1.1556370258331299,0.9921063184738159,-1.0108249187469482,0.5562517046928406,0.770764946937561,1.451727271080017,-1.0916005373001099,0.3510746955871582,1.127328872680664,0.9417985677719116,-1.1192681789398193,0.5190252065658569,0.7677762508392334,1.5180976390838623,-1.2080553770065308,0.34788885712623596,1.1042420864105225,0.9103924036026001,-1.0782610177993774,0.5545610189437866,0.7806772589683533,1.4833984375,-1.2486754655838013,0.42784562706947327,1.1110599040985107,0.9388736486434937,-1.0173780918121338,0.536294162273407,0.7866371870040894,1.462864637374878,-1.1238516569137573,0.4347670078277588,1.179708480834961,1.7747936248779297,0.007512092590332031,0.002053332282230258,0.9112088084220886,1.796356201171875,-0.0033483412116765976,0.0019442810444161296,1.1885490417480469,2.3329336643218994,-0.18205131590366364,0.004830043762922287,0.9049149751663208,2.370063543319702,-0.1739722639322281,0.0016740310238674283,1.2010395526885986,2.9399523735046387,0.3170385956764221,0.0004653892829082906,0.934698760509491,2.9860031604766846,0.08791841566562653,0.0001315215340582654,1.2040159702301025,3.0275824069976807,0.33041661977767944,0.000378531840397045,0.9309545755386353,3.080451250076294,0.09245356172323227,0.0002076446107821539,1.1846596002578735,3.119022846221924,-0.29418617486953735,0.0008148167398758233,1.0033167600631714,3.1536946296691895,-0.5160602331161499,0.000760759983677417
correct position,1.0191575288772583,0.7716965079307556,-1.3720207214355469,0.9925004839897156,1.0371434688568115,0.698910653591156,-1.2995749711990356,0.9907227754592896,1.050082802772522,0.69976806640625,-1.2996914386749268,0.9898495674133301,1.0625909566879272,0.6993013620376587,-1.2997596263885498,0.9893738627433777,0.9894424676895142,0.6867987513542175,-1.3275519609451294,0.9921362996101379,0.9717686772346497,0.680969774723053,-1.3275516033172607,0.9923725128173828,0.9535279273986816,0.6743649840354919,-1.328377604484558,0.992916464805603,1.0823627710342407,0.7014990448951721,-0.765076756477356,0.9902116656303406,0.9109288454055786,0.682225227355957,-0.8838315010070801,0.9941028356552124,1.02390456199646,0.8262107968330383,-1.1551302671432495,0.9851584434509277,0.9635986089706421,0.8150627017021179,-1.1910531520843506,0.9886565208435059,1.2092740535736084,0.9683752059936523,-0.354634553194046,0.8734786510467529,0.7979093790054321,0.9767894148826599,-0.6175786256790161,0.946069598197937,1.3255913257598877,1.1698042154312134,-0.5361336469650269,0.33728641271591187,0.7213815450668335,1.3357511758804321,-0.7503683567047119,0.3970508873462677,1.1599838733673096,0.9784260988235474,-0.9178370237350464,0.5313419699668884,0.7527612447738647,1.494152307510376,-1.1170936822891235,0.3316481411457062,1.1317943334579468,0.9266936779022217,-1.030962347984314,0.4992368519306183,0.7471296787261963,1.5637301206588745,-1.227689266204834,0.3320414125919342,1.1116292476654053,0.898524284362793,-0.9854809045791626,0.5365335941314697,0.7606388330459595,1.5329177379608154,-1.2859070301055908,0.4110815227031708,1.1143431663513184,0.9251517653465271,-0.9254313707351685,0.5162126421928406,0.7675493955612183,1.5110756158828735,-1.1543216705322266,0.41444435715675354,1.1794161796569824,1.7799270153045654,0.04050930589437485,0.0020705738570541143,0.9111350774765015,1.8013306856155396,-0.036240354180336,0.0019849995151162148,1.1787999868392944,2.347590923309326,-0.15534092485904694,0.005558376666158438,0.9023169279098511,2.381399393081665,-0.2205715924501419,0.001856771414168179,1.189443826675415,2.9592466354370117,0.3167089819908142,0.0005191795062273741,0.9192830324172974,2.992903232574463,0.048459891229867935,0.0001445494417566806,1.1920090913772583,3.0455944538116455,0.3286575675010681,0.0004063060332555324,0.9071829915046692,3.086707592010498,0.049939386546611786,0.00022424382041208446,1.1733721494674683,3.141167640686035,-0.27466970682144165,0.0009496022248640656,1.0005066394805908,3.168231248855591,-0.5939846634864807,0.0008745350642129779
correct position,1.0176886320114136,0.7721908092498779,-1.371690034866333,0.9921138882637024,1.0362427234649658,0.6994103193283081,-1.3072463274002075,0.9902501702308655,1.0496294498443604,0.7002877593040466,-1.307414174079895,0.9892098307609558,1.0622018575668335,0.6997783780097961,-1.3075560331344604,0.9886960387229919,0.9880805015563965,0.6868554353713989,-1.3159666061401367,0.9918033480644226,0.9703941345214844,0.6810342669487,-1.3159476518630981,0.9919891357421875,0.9522414207458496,0.674427330493927,-1.3167407512664795,0.9926491379737854,1.0799953937530518,0.7002125382423401,-0.802085280418396,0.9895073175430298,0.9110118746757507,0.6826074123382568,-0.8356125950813293,0.9939298629760742,1.0240929126739502,0.8261762857437134,-1.1667582988739014,0.9847361445426941,0.9638161659240723,0.8152006268501282,-1.1771061420440674,0.988529622554779,1.21573007106781,0.9695265293121338,-0.4191738963127136,0.8590129017829895,0.7987905740737915,0.9774301052093506,-0.5680577158927917,0.943121075630188,1.3268967866897583,1.1856751441955566,-0.7011268138885498,0.32268068194389343,0.7203762531280518,1.328261137008667,-0.6899805665016174,0.37766170501708984,1.151563286781311,0.9815869927406311,-1.0646166801452637,0.5014743208885193,0.7653126120567322,1.4237704277038574,-1.1379477977752686,0.31146103143692017,1.114938735961914,0.922764778137207,-1.171185851097107,0.4723295569419861,0.7670688033103943,1.471457839012146,-1.2631051540374756,0.3134124279022217,1.1023130416870117,0.8968873620033264,-1.1180952787399292,0.5100452303886414,0.7779537439346313,1.439738392829895,-1.2860592603683472,0.3897404968738556,1.1063315868377686,0.9243583679199219,-1.063896656036377,0.48889636993408203,0.7825950980186462,1.4272065162658691,-1.166656494140625,0.3899202346801758,1.1876752376556396,1.782065510749817,-0.0038933618925511837,0.0020089312456548214,0.9152859449386597,1.8026148080825806,0.008251892402768135,0.001949284109286964,1.187975525856018,2.3552663326263428,-0.19005811214447021,0.005847542081028223,0.9128153920173645,2.388749122619629,-0.2082594931125641,0.0019746802281588316,1.2106107473373413,2.971409797668457,0.2935219407081604,0.0005314041627570987,0.9431163668632507,3.003269672393799,0.07170175015926361,0.00015532544057350606,1.2175724506378174,3.0582001209259033,0.3061131238937378,0.0004018812905997038,0.9404193758964539,3.0962929725646973,0.07453262060880661,0.00023358409816864878,1.1887494325637817,3.1533203125,-0.3106139898300171,0.0009713053586892784,1.0078842639923096,3.1768579483032227,-0.5762038826942444,0.0009523105109110475
correct position,1.0218356847763062,0.7647913694381714,-1.4302191734313965,0.9921479225158691,1.0385477542877197,0.6952003836631775,-1.3683521747589111,0.9902664422988892,1.0535738468170166,0.6970745921134949,-1.3683688640594482,0.9892357587814331,1.0665955543518066,0.6971139311790466,-1.3684346675872803,0.9885404706001282,0.987598717212677,0.6802762150764465,-1.37326180934906,0.9918875694274902,0.969464898109436,0.6738899350166321,-1.3732845783233643,0.9921092391014099,0.9510971307754517,0.6673412919044495,-1.374027967453003,0.9927310943603516,1.0754876136779785,0.6958556771278381,-0.8708001971244812,0.9895118474960327,0.9108299016952515,0.6785450577735901,-0.8806135058403015,0.9940034747123718,1.0414092540740967,0.822985053062439,-1.2269623279571533,0.9843001365661621,0.9703896641731262,0.8104074597358704,-1.2312450408935547,0.9883257746696472,1.2226523160934448,0.9655243158340454,-0.4758300185203552,0.8402690291404724,0.8025015592575073,0.9781875610351562,-0.5931254625320435,0.9371495246887207,1.32869553565979,1.182708501815796,-0.7592561841011047,0.3050115406513214,0.7506017088890076,1.3449256420135498,-0.8776996731758118,0.35806402564048767,1.1451737880706787,0.9692063927650452,-1.0283094644546509,0.47327494621276855,0.8618402481079102,1.334781527519226,-1.342166543006897,0.29625609517097473,1.1116690635681152,0.9085565209388733,-1.104433536529541,0.4457916021347046,0.8914812803268433,1.3267842531204224,-1.4588978290557861,0.2984057664871216,1.0968031883239746,0.8821981549263,-1.038062334060669,0.48276713490486145,0.8867700695991516,1.2802547216415405,-1.425048589706421,0.37136921286582947,1.1012241840362549,0.912625253200531,-1.0170462131500244,0.4619483947753906,0.8822460174560547,1.287564992904663,-1.3453285694122314,0.36767807602882385,1.2059224843978882,1.7819199562072754,-0.009266226552426815,0.002008238108828664,0.9298126101493835,1.8026071786880493,0.01338510774075985,0.0019743626471608877,1.2110049724578857,2.3578641414642334,-0.10361242294311523,0.006173207424581051,0.9309191703796387,2.3958940505981445,-0.09107763320207596,0.0021660751663148403,1.230195164680481,2.976691246032715,0.4373502731323242,0.0005634442786686122,0.9602289199829102,3.0103001594543457,0.2281995266675949,0.00017621948791202158,1.236767053604126,3.063965082168579,0.4580996632575989,0.00040783837903290987,0.9591976404190063,3.1032626628875732,0.23787899315357208,0.0002443897828925401,1.2104065418243408,3.159027338027954,-0.13846567273139954,0.0010570366866886616,1.0222657918930054,3.1838343143463135,-0.4051876962184906,0.0010860221227630973
correct position,1.0180635452270508,0.7563268542289734,-1.3873919248580933,0.9924126863479614,1.0381534099578857,0.6912943124771118,-1.3236576318740845,0.9905551671981812,1.052639365196228,0.6941387057304382,-1.323710322380066,0.9895108938217163,1.0655670166015625,0.6950069069862366,-1.3237824440002441,0.9887628555297852,0.9847649335861206,0.6741825938224792,-1.3285506963729858,0.9921644926071167,0.9659326672554016,0.6674074530601501,-1.3284956216812134,0.9923804998397827,0.9477418065071106,0.6610714197158813,-1.3292416334152222,0.9929940700531006,1.072437047958374,0.694730818271637,-0.8266347050666809,0.9896735548973083,0.910764217376709,0.6759499311447144,-0.8415209054946899,0.9941971898078918,1.039249300956726,0.8168405890464783,-1.1865569353103638,0.9846258163452148,0.9697302579879761,0.8050134778022766,-1.1910161972045898,0.9886835217475891,1.2222503423690796,0.9662099480628967,-0.43985962867736816,0.8278722167015076,0.8037961721420288,0.9791616797447205,-0.5703421831130981,0.934096097946167,1.32716703414917,1.1797503232955933,-0.701905369758606,0.29122236371040344,0.752490758895874,1.3477858304977417,-0.7698584794998169,0.33877262473106384,1.1427605152130127,0.9718520045280457,-0.990889847278595,0.4501257538795471,0.8384043574333191,1.3448978662490845,-1.2053749561309814,0.28058794140815735,1.1042683124542236,0.9121468663215637,-1.0736643075942993,0.4242139458656311,0.8563297390937805,1.3520070314407349,-1.3238521814346313,0.2835444211959839,1.0930616855621338,0.8886109590530396,-1.0161654949188232,0.4612683355808258,0.8570475578308105,1.3035396337509155,-1.3187272548675537,0.35399195551872253,1.0981708765029907,0.917119026184082,-0.9848054647445679,0.4400688707828522,0.856370747089386,1.306383728981018,-1.2211530208587646,0.34736669063568115,1.2079946994781494,1.7854641675949097,-0.024705570191144943,0.002022752771154046,0.929735541343689,1.8062742948532104,0.028822243213653564,0.001995143247768283,1.2125067710876465,2.380122184753418,-0.12298347055912018,0.006669037044048309,0.9307156801223755,2.4108946323394775,-0.10200363397598267,0.002347339177504182,1.2314553260803223,2.9778411388397217,0.38834843039512634,0.000604176486376673,0.9595096707344055,3.011244535446167,0.19609877467155457,0.00019526988035067916,1.2386786937713623,3.0662598609924316,0.4050827622413635,0.0004205188015475869,0.9610183835029602,3.1061766147613525,0.2030039280653,0.0002576806873548776,1.2070949077606201,3.16343092918396,-0.2031465321779251,0.0011326774256303906,1.0185134410858154,3.1874630451202393,-0.45588064193725586,0.0012168815592303872
